outcome,label,re_level,subfield,journal,prevalence_estimate,prevalence_ci_lower,prevalence_ci_upper,trend_estimate,trend_ci_lower,trend_ci_upper,detectable,prevalence_category,trend_category,combined_category,prevalence_results,trend_results
Behavioral Proxy,Cognitive,subfields,Cognitive,hypothetical typical journal,0.07624199666416315,0.007643511309738426,0.16955901206541055,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.01, 0.17]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Cognitive journal 1,journals,Cognitive,Cognitive journal 1,0.07464763747394557,0.01758500467189153,0.15154562398044774,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.02, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Cognitive journal 2,journals,Cognitive,Cognitive journal 2,0.06344702149467088,0.00865158424811535,0.12534972310270134,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.13]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Cognitive journal 3,journals,Cognitive,Cognitive journal 3,0.08182024561687454,0.02359093523152673,0.1698234594824162,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.17]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Cognitive journal 4,journals,Cognitive,Cognitive journal 4,0.07394819568866093,0.015400504570454394,0.1480850503321551,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.02, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Cognitive journal 5,journals,Cognitive,Cognitive journal 5,0.08301874639450176,0.0190904252886654,0.17096885800041506,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.17]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental,subfields,Developmental,hypothetical typical journal,0.0822660155501519,0.004411369207006541,0.19181922198176926,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.00, 0.19]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental journal 1,journals,Developmental,Developmental journal 1,0.07792242509445371,0.013164788385584625,0.15435773378261722,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.01, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental journal 2,journals,Developmental,Developmental journal 2,0.09051103337304847,0.031284094849698456,0.18769662233741224,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.19]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental journal 3,journals,Developmental,Developmental journal 3,0.06809060527722344,0.004950144260688067,0.13287305220937362,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.00, 0.13]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental journal 4,journals,Developmental,Developmental journal 4,0.10408808327787475,0.036299192277520265,0.22940899626596453,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.23]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Developmental journal 5,journals,Developmental,Developmental journal 5,0.10005353515318514,0.0305088487278979,0.21773683002834526,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.03, 0.22]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General,subfields,General,hypothetical typical journal,0.07459350505449389,0.009723199870436624,0.1649393820424279,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.01, 0.16]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General journal 1,journals,General,General journal 1,0.07937538674682806,0.019963612017850803,0.16452589943282853,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.16]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General journal 2,journals,General,General journal 2,0.08564490510017611,0.023143025724822495,0.17937446571300275,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.02, 0.18]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General journal 3,journals,General,General journal 3,0.07028629002239285,0.013222340089708238,0.13794379133145163,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.01, 0.14]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General journal 4,journals,General,General journal 4,0.06393685980321209,0.008293721539987817,0.12353692796397663,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.12]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,General journal 5,journals,General,General journal 5,0.07415780662388086,0.017468020347401234,0.14525110059382987,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.02, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O,subfields,I/O,hypothetical typical journal,0.06936848880245697,0.004832339646713189,0.15326522347675003,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.00, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O journal 1,journals,I/O,I/O journal 1,0.05725358569406437,0.007038919284443791,0.11363887682670126,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.11]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O journal 2,journals,I/O,I/O journal 2,0.057995501912436,0.006626291156314032,0.1112777248981541,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.11]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O journal 3,journals,I/O,I/O journal 3,0.07878451894372557,0.02148144986245522,0.16493161996675101,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.16]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O journal 4,journals,I/O,I/O journal 4,0.08042032778304387,0.022731987845762143,0.1765944392737762,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.18]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,I/O journal 5,journals,I/O,I/O journal 5,0.05717412909006611,0.006156410284211501,0.11629016543221805,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.12]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality,subfields,Social/Personality,hypothetical typical journal,0.07276994066721151,0.006074800944401919,0.15303871542934216,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.01, 0.15]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality journal 1,journals,Social/Personality,Social/Personality journal 1,0.06823693845118443,0.007453619625739563,0.1323744876300173,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.07 95% CI [0.01, 0.13]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality journal 2,journals,Social/Personality,Social/Personality journal 2,0.059934607581652706,0.004660910340081451,0.11368404763406435,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.00, 0.11]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality journal 3,journals,Social/Personality,Social/Personality journal 3,0.1070426860872248,0.0333914472578745,0.25697788741752015,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.03, 0.26]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality journal 4,journals,Social/Personality,Social/Personality journal 4,0.06411450622316997,0.007702749064480176,0.1226500919338419,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.12]","0.00 95% CI [-0.01, 0.01]"
Behavioral Proxy,Social/Personality journal 5,journals,Social/Personality,Social/Personality journal 5,0.0611180079542879,0.007804273772479766,0.11920329256477279,0.0022674501522027533,-0.006915049626070586,0.012059838666877598,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.06 95% CI [0.01, 0.12]","0.00 95% CI [-0.01, 0.01]"
Direct Behavioral Measure,Psychology,field,hypothetical typical subfield,hypothetical typical journal,0.026717152932558854,0.00942236159270486,0.048131745573608886,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical,subfields,Clinical,hypothetical typical journal,0.025247199289820124,0.0040670563840106335,0.059119481139575346,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical journal 1,journals,Clinical,Clinical journal 1,0.026463305551109505,0.004226686308702306,0.05919111479592036,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical journal 2,journals,Clinical,Clinical journal 2,0.0244883729225188,0.0019483431749180633,0.0530626442603933,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical journal 3,journals,Clinical,Clinical journal 3,0.02730879553565746,0.003909447116807944,0.0649802246988747,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical journal 4,journals,Clinical,Clinical journal 4,0.024519972633975998,0.0025255914518194887,0.05368282517841597,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Clinical journal 5,journals,Clinical,Clinical journal 5,0.024629810650286077,0.0030667019142316945,0.05470326993406563,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive,subfields,Cognitive,hypothetical typical journal,0.027674093099499565,0.0028915133605250496,0.06155422621434307,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive journal 1,journals,Cognitive,Cognitive journal 1,0.028532142104448988,0.005529777997068689,0.06409537695369003,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive journal 2,journals,Cognitive,Cognitive journal 2,0.029775406726411675,0.005154447288477706,0.06919962398300467,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.07]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive journal 3,journals,Cognitive,Cognitive journal 3,0.028662464394938334,0.004185838464413448,0.06474130685247839,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive journal 4,journals,Cognitive,Cognitive journal 4,0.02671566096699674,0.003912692319981318,0.05765486994372423,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Cognitive journal 5,journals,Cognitive,Cognitive journal 5,0.027041477779246408,0.003729825346971394,0.05690556384368544,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental,subfields,Developmental,hypothetical typical journal,0.028226720542283666,0.004491912030369828,0.061870557989045505,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental journal 1,journals,Developmental,Developmental journal 1,0.02799914963059335,0.005424455567616104,0.06265434930318926,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental journal 2,journals,Developmental,Developmental journal 2,0.028020341615009253,0.005463903375277726,0.0632180079135118,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental journal 3,journals,Developmental,Developmental journal 3,0.028746781561974043,0.0064565498448246345,0.06379055782325445,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental journal 4,journals,Developmental,Developmental journal 4,0.02652967594762517,0.003970140636890662,0.05768750648113788,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Developmental journal 5,journals,Developmental,Developmental journal 5,0.02875904611305359,0.0062671863485706915,0.06391635237966856,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General,subfields,General,hypothetical typical journal,0.026214669229517942,0.003192471328320103,0.05778416357319759,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General journal 1,journals,General,General journal 1,0.0271412142974257,0.005415987412805288,0.06070107977587282,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General journal 2,journals,General,General journal 2,0.02500241730519686,0.004393875572790669,0.05544862750135265,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General journal 3,journals,General,General journal 3,0.02691721150341278,0.004767380822472996,0.0603811117374743,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General journal 4,journals,General,General journal 4,0.024848907829124363,0.004339607022706236,0.05375920740584037,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,General journal 5,journals,General,General journal 5,0.027116668504284715,0.005336009830682275,0.059848035762852705,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.01, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O,subfields,I/O,hypothetical typical journal,0.024653040257011014,0.0034727285605426236,0.055018073472160624,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O journal 1,journals,I/O,I/O journal 1,0.02335412453060221,0.0023412372100784585,0.05046637524642415,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O journal 2,journals,I/O,I/O journal 2,0.023930532417055513,0.0038492408466331263,0.051272883545091935,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O journal 3,journals,I/O,I/O journal 3,0.02388320671283682,0.0033305379877095294,0.050643429392599124,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O journal 4,journals,I/O,I/O journal 4,0.025822805873703482,0.0037264022575063524,0.057774475301718586,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,I/O journal 5,journals,I/O,I/O journal 5,0.025532345673545127,0.004581871641342737,0.05878987378831731,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality,subfields,Social/Personality,hypothetical typical journal,0.02460015549748786,0.0027388224520245624,0.0545198689615707,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality journal 1,journals,Social/Personality,Social/Personality journal 1,0.025135695891661945,0.004359285846460785,0.057107817779757444,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.06]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality journal 2,journals,Social/Personality,Social/Personality journal 2,0.023614246758703855,0.0031278000490996645,0.050017599870531254,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality journal 3,journals,Social/Personality,Social/Personality journal 3,0.023668918196064127,0.00236495395164428,0.05025536927659297,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality journal 4,journals,Social/Personality,Social/Personality journal 4,0.023438067760698497,0.003462780890195219,0.05137888986652977,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.02 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
Direct Behavioral Measure,Social/Personality journal 5,journals,Social/Personality,Social/Personality journal 5,0.02505985946774414,0.003927023909547158,0.053843478216962566,-8.72234746883897e-4,-0.0061300848388027695,0.004515673971639888,FALSE,Rare,No trend detected,Rare and No trend detected,"0.03 95% CI [0.00, 0.05]","-0.00 95% CI [-0.01, 0.00]"
